index,province_zh,province_en,city_zh,city_short_zh,admin_type_zh,division_code,city_en,wiki_title_zh,wiki_title_en,lat,lon,slug
184,湖南省,Hunan,张家界市,张家界,地级市,430800,Zhangjiajie,张家界市,Zhangjiajie,29.117,110.479,zhangjiajie
185,湖南省,Hunan,益阳市,益阳,地级市,430900,Yiyang,益阳市,Yiyang,28.554,112.355,yiyang
186,湖南省,Hunan,郴州市,郴州,地级市,431000,Chenzhou,郴州市,Chenzhou,25.77,113.0161,chenzhou
187,湖南省,Hunan,永州市,永州,地级市,431100,Yongzhou,永州市,Yongzhou,26.42,111.613,yongzhou
188,湖南省,Hunan,怀化市,怀化,地级市,431200,Huaihua,怀化市,Huaihua,27.5695,110.0017,huaihua
189,湖南省,Hunan,娄底市,娄底,地级市,431300,Loudi,娄底市,Loudi,27.7,111.993,loudi
190,湖南省,Hunan,湘西土家族苗族自治州,湘西土家族苗族,自治州,433100,Xiangxi Tujia and Miao Autonomous Prefecture,湘西土家族苗族自治州,Xiangxi Tujia and Miao Autonomous Prefecture,28.312,109.739,xiangxi-tujia-and-miao-autonomous-prefecture
191,广东省,Guangdong,广州市,广州,地级市,440100,Guangzhou,广州市,Guangzhou,23.11666667,113.25,guangzhou
192,广东省,Guangdong,韶关市,韶关,地级市,440200,Shaoguan,韶关市,Shaoguan,24.8108,113.5966,shaoguan
193,广东省,Guangdong,深圳市,深圳,地级市,440300,Shenzhen,深圳市,Shenzhen,22.62,114.07,shenzhen
194,广东省,Guangdong,珠海市,珠海,地级市,440400,Zhuhai,珠海市,Zhuhai,22.2711,113.577,zhuhai
195,广东省,Guangdong,汕头市,汕头,地级市,440500,Shantou,汕头市,Shantou,23.354,116.6821,shantou
196,广东省,Guangdong,佛山市,佛山,地级市,440600,Foshan,佛山市,Foshan,23.022,113.1207,foshan
197,广东省,Guangdong,江门市,江门,地级市,440700,Jiangmen,江门市,Jiangmen,22.59777778,113.09083333,jiangmen
198,广东省,Guangdong,湛江市,湛江,地级市,440800,Zhanjiang,湛江市,Zhanjiang,21.2719,110.3604,zhanjiang
199,广东省,Guangdong,茂名市,茂名,地级市,440900,Maoming,茂名市,Maoming,21.6627,110.9259,maoming
200,广东省,Guangdong,肇庆市,肇庆,地级市,441200,Zhaoqing,肇庆市,Zhaoqing,23.047,112.465,zhaoqing
201,广东省,Guangdong,惠州市,惠州,地级市,441300,Huizhou,惠州市,Huizhou,23.112,114.415,huizhou
202,广东省,Guangdong,梅州市,梅州,地级市,441400,Meizhou,梅州市,Meizhou,24.289,116.122,meizhou
203,广东省,Guangdong,汕尾市,汕尾,地级市,441500,Shanwei,汕尾市,Shanwei,22.786,115.375,shanwei
204,广东省,Guangdong,河源市,河源,地级市,441600,Heyuan,河源市,Heyuan,23.7437,114.7007,heyuan
205,广东省,Guangdong,阳江市,阳江,地级市,441700,Yangjiang,阳江市,Yangjiang,21.8584,111.9816,yangjiang
206,广东省,Guangdong,清远市,清远,地级市,441800,Qingyuan,清远市,Qingyuan,23.682,113.056,qingyuan
207,广东省,Guangdong,东莞市,东莞,地级市,441900,Dongguan,东莞市,Dongguan,23.021,113.7517,dongguan
208,广东省,Guangdong,中山市,中山,地级市,442000,Zhongshan,中山市,Zhongshan,22.51666667,113.38333333,zhongshan
209,广东省,Guangdong,潮州市,潮州,地级市,445100,Chaozhou,潮州市,Chaozhou,23.66666667,116.63333333,chaozhou
210,广东省,Guangdong,揭阳市,揭阳,地级市,445200,Jieyang,揭阳市,Jieyang,23.5487,116.3723,jieyang
211,广东省,Guangdong,云浮市,云浮,地级市,445300,Yunfu,云浮市,Yunfu,22.9155,112.0447,yunfu
212,广西壮族自治区,Guangxi,南宁市,南宁,地级市,450100,Nanning,南宁市,Nanning,22.8161,108.3664,nanning
213,广西壮族自治区,Guangxi,柳州市,柳州,地级市,450200,Liuzhou,柳州市,Liuzhou,24.3262,109.4284,liuzhou
214,广西壮族自治区,Guangxi,桂林市,桂林,地级市,450300,Guilin,桂林市,Guilin,25.2344,110.1799,guilin
215,广西壮族自治区,Guangxi,梧州市,梧州,地级市,450400,Wuzhou,梧州市,Wuzhou,23.4771,111.2788,wuzhou
216,广西壮族自治区,Guangxi,北海市,北海,地级市,450500,Beihai,北海市,Beihai,21.4811,109.1205,beihai
217,广西壮族自治区,Guangxi,防城港市,防城港,地级市,450600,Fangchenggang,防城港市,Fangchenggang,21.6868,108.3538,fangchenggang
218,广西壮族自治区,Guangxi,钦州市,钦州,地级市,450700,Qinzhou,钦州市,Qinzhou,21.98,108.654,qinzhou
219,广西壮族自治区,Guangxi,贵港市,贵港,地级市,450800,Guigang,贵港市,Guigang,23.1115,109.5987,guigang
220,广西壮族自治区,Guangxi,玉林市,玉林,地级市,450900,Yulin,玉林市,"Yulin, Guangxi",22.654,110.1811,yulin-guangxi
221,广西壮族自治区,Guangxi,百色市,百色,地级市,451000,Baise,百色市,Baise,23.9025,106.6182,baise
222,广西壮族自治区,Guangxi,贺州市,贺州,地级市,451100,Hezhou,贺州市,Hezhou,,,hezhou
223,广西壮族自治区,Guangxi,河池市,河池,地级市,451200,Hechi,河池市,Hechi,24.6929,108.0852,hechi
224,广西壮族自治区,Guangxi,来宾市,来宾,地级市,451300,Laibin,来宾市,Laibin,23.7503,109.2213,laibin
225,广西壮族自治区,Guangxi,崇左市,崇左,地级市,451400,Chongzuo,崇左市,Chongzuo,22.3772,107.3651,chongzuo
226,海南省,Hainan,海口市,海口,地级市,460100,Haikou,海口市,Haikou,20.05,110.16666667,haikou
227,海南省,Hainan,三亚市,三亚,地级市,460200,Sanya,三亚市,Sanya,18.2527,109.5111,sanya
228,海南省,Hainan,三沙市,三沙,地级市,460300,Sansha,三沙市,Sansha,16.83416667,112.3375,sansha
229,海南省,Hainan,儋州市,儋州,地级市,460400,Danzhou,儋州市,Danzhou,19.521,109.581,danzhou
230,四川省,Sichuan,成都市,成都,地级市,510100,Chengdu,成都市,Chengdu,30.65833333,104.06444444,chengdu
231,四川省,Sichuan,自贡市,自贡,地级市,510300,Zigong,自贡市,Zigong,29.3386,104.7778,zigong
232,四川省,Sichuan,攀枝花市,攀枝花,地级市,510400,Panzhihua,攀枝花市,Panzhihua,26.5817,101.7183,panzhihua
233,四川省,Sichuan,泸州市,泸州,地级市,510500,Luzhou,泸州市,Luzhou,28.8712,105.4409,luzhou
234,四川省,Sichuan,德阳市,德阳,地级市,510600,Deyang,德阳市,Deyang,31.1271,104.3976,deyang
235,四川省,Sichuan,绵阳市,绵阳,地级市,510700,Mianyang,绵阳市,Mianyang,31.467,104.6779,mianyang
236,四川省,Sichuan,广元市,广元,地级市,510800,Guangyuan,广元市,Guangyuan,32.4354,105.843,guangyuan
237,四川省,Sichuan,遂宁市,遂宁,地级市,510900,Suining,遂宁市,Suining,30.5333,105.5923,suining
238,四川省,Sichuan,内江市,内江,地级市,511000,Neijiang,内江市,Neijiang,29.5801,105.0581,neijiang
239,四川省,Sichuan,乐山市,乐山,地级市,511100,Leshan,乐山市,Leshan,29.55194444,103.76555556,leshan
240,四川省,Sichuan,南充市,南充,地级市,511300,Nanchong,南充市,Nanchong,30.8377,106.1087,nanchong
241,四川省,Sichuan,眉山市,眉山,地级市,511400,Meishan,眉山市,Meishan,30.0768,103.8479,meishan
242,四川省,Sichuan,宜宾市,宜宾,地级市,511500,Yibin,宜宾市,Yibin,28.7522,104.6423,yibin
243,四川省,Sichuan,广安市,广安,地级市,511600,Guang'an,广安市,Guang'an,30.4553,106.633,guangan
244,四川省,Sichuan,达州市,达州,地级市,511700,Dazhou,达州市,Dazhou,31.2088,107.4676,dazhou
245,四川省,Sichuan,雅安市,雅安,地级市,511800,Ya'an,雅安市,Ya'an,29.9805,103.0128,yaan
246,四川省,Sichuan,巴中市,巴中,地级市,511900,Bazhong,巴中市,Bazhong,31.868,106.7473,bazhong
247,四川省,Sichuan,资阳市,资阳,地级市,512000,Ziyang,资阳市,Ziyang,30.1289,104.6278,ziyang
248,四川省,Sichuan,阿坝藏族羌族自治州,阿坝藏族羌族,自治州,513200,Ngawa Tibetan and Qiang Autonomous Prefecture,阿坝藏族羌族自治州,Ngawa Tibetan and Qiang Autonomous Prefecture,31.8994,102.2247,ngawa-tibetan-and-qiang-autonomous-prefecture
249,四川省,Sichuan,甘孜藏族自治州,甘孜藏族,自治州,513300,Garzê Tibetan Autonomous Prefecture,甘孜藏族自治州,Garzê Tibetan Autonomous Prefecture,30.0495,101.9624,garze-tibetan-autonomous-prefecture
250,四川省,Sichuan,凉山彝族自治州,凉山彝族,自治州,513400,Liangshan Yi Autonomous Prefecture,凉山彝族自治州,Liangshan Yi Autonomous Prefecture,27.8817,102.2676,liangshan-yi-autonomous-prefecture
251,贵州省,Guizhou,贵阳市,贵阳,地级市,520100,Guiyang,贵阳市,Guiyang,26.57305556,106.70611111,guiyang
252,贵州省,Guizhou,六盘水市,六盘水,地级市,520200,Liupanshui,六盘水市,Liupanshui,26.5925,104.8303,liupanshui
253,贵州省,Guizhou,遵义市,遵义,地级市,520300,Zunyi,遵义市,Zunyi,27.7255,106.9274,zunyi
254,贵州省,Guizhou,安顺市,安顺,地级市,520400,Anshun,安顺市,Anshun,26.2531,105.9476,anshun
255,贵州省,Guizhou,毕节市,毕节,地级市,520500,Bijie,毕节市,Bijie,27.2828,105.2917,bijie
256,贵州省,Guizhou,铜仁市,铜仁,地级市,520600,Tongren,铜仁市,Tongren,27.7316,109.1895,tongren
257,贵州省,Guizhou,黔西南布依族苗族自治州,黔西南布依族苗族,自治州,522300,Qianxinan Buyei and Miao Autonomous Prefecture,黔西南布依族苗族自治州,Qianxinan Buyei and Miao Autonomous Prefecture,25.0884,104.9064,qianxinan-buyei-and-miao-autonomous-prefecture
258,贵州省,Guizhou,黔东南苗族侗族自治州,黔东南苗族侗族,自治州,522600,Qiandongnan Miao and Dong Autonomous Prefecture,黔东南苗族侗族自治州,Qiandongnan Miao and Dong Autonomous Prefecture,26.5838,107.9828,qiandongnan-miao-and-dong-autonomous-prefecture
259,贵州省,Guizhou,黔南布依族苗族自治州,黔南布依族苗族,自治州,522700,Qiannan Buyei and Miao Autonomous Prefecture,黔南布依族苗族自治州,Qiannan Buyei and Miao Autonomous Prefecture,26.254,107.522,qiannan-buyei-and-miao-autonomous-prefecture
260,云南省,Yunnan,昆明市,昆明,地级市,530100,Kunming,昆明市,Kunming,,,kunming
261,云南省,Yunnan,曲靖市,曲靖,地级市,530300,Qujing,曲靖市,Qujing,,,qujing
262,云南省,Yunnan,玉溪市,玉溪,地级市,530400,Yuxi,玉溪市,Yuxi,24.3473,102.5272,yuxi
263,云南省,Yunnan,保山市,保山,地级市,530500,Baoshan,保山市,"Baoshan, Yunnan",25.112,99.1617,baoshan
264,云南省,Yunnan,昭通市,昭通,地级市,530600,Zhaotong,昭通市,Zhaotong,27.3384,103.7175,zhaotong
265,云南省,Yunnan,丽江市,丽江,地级市,530700,Lijiang,丽江市,Lijiang,26.8548,100.2274,lijiang
266,云南省,Yunnan,普洱市,普洱,地级市,530800,Pu'er City,普洱市,Pu'er City,22.8251,100.9665,puer-city
267,云南省,Yunnan,临沧市,临沧,地级市,530900,Lincang,临沧市,Lincang,23.8841,100.0889,lincang
268,云南省,Yunnan,楚雄彝族自治州,楚雄彝族,自治州,532300,Chuxiong Yi Autonomous Prefecture,楚雄彝族自治州,Chuxiong Yi Autonomous Prefecture,25.0455,101.5281,chuxiong-yi-autonomous-prefecture
269,云南省,Yunnan,红河哈尼族彝族自治州,红河哈尼族彝族,自治州,532500,Honghe Hani and Yi Autonomous Prefecture,红河哈尼族彝族自治州,Honghe Hani and Yi Autonomous Prefecture,23.3627,103.375,honghe-hani-and-yi-autonomous-prefecture
270,云南省,Yunnan,文山壮族苗族自治州,文山壮族苗族,自治州,532600,Wenshan Zhuang and Miao Autonomous Prefecture,文山壮族苗族自治州,Wenshan Zhuang and Miao Autonomous Prefecture,23.4007,104.2162,wenshan-zhuang-and-miao-autonomous-prefecture
271,云南省,Yunnan,西双版纳傣族自治州,西双版纳傣族,自治州,532800,Xishuangbanna Dai Autonomous Prefecture,西双版纳傣族自治州,Xishuangbanna Dai Autonomous Prefecture,22.0087,100.7969,xishuangbanna-dai-autonomous-prefecture
272,云南省,Yunnan,大理白族自治州,大理白族,自治州,532900,Dali Bai Autonomous Prefecture,大理白族自治州,Dali Bai Autonomous Prefecture,25.6096,100.2664,dali-bai-autonomous-prefecture
273,云南省,Yunnan,德宏傣族景颇族自治州,德宏傣族景颇族,自治州,533100,Dehong Dai and Jingpo Autonomous Prefecture,德宏傣族景颇族自治州,Dehong Dai and Jingpo Autonomous Prefecture,24.4334,98.5848,dehong-dai-and-jingpo-autonomous-prefecture
274,云南省,Yunnan,怒江傈僳族自治州,怒江傈僳族,自治州,533300,Nujiang Lisu Autonomous Prefecture,怒江傈僳族自治州,Nujiang Lisu Autonomous Prefecture,25.8176,98.8565,nujiang-lisu-autonomous-prefecture
275,云南省,Yunnan,迪庆藏族自治州,迪庆藏族,自治州,533400,Diqing Tibetan Autonomous Prefecture,迪庆藏族自治州,Diqing Tibetan Autonomous Prefecture,27.8187,99.7022,diqing-tibetan-autonomous-prefecture
276,西藏自治区,Tibet,拉萨市,拉萨,地级市,540100,Lhasa,拉萨市,Lhasa (prefecture-level city),29.64944444,91.09833333,lhasa
277,西藏自治区,Tibet,日喀则市,日喀则,地级市,540200,Shigatse,日喀则市,Shigatse,,,shigatse
278,西藏自治区,Tibet,昌都市,昌都,地级市,540300,Chamdo,昌都市,Chamdo,,,chamdo
279,西藏自治区,Tibet,林芝市,林芝,地级市,540400,Nyingchi,林芝市,Nyingchi,,,nyingchi
280,西藏自治区,Tibet,山南市,山南,地级市,540500,Shannan,山南市,"Shannan, Tibet",,,shannan
281,西藏自治区,Tibet,那曲市,那曲,地级市,540600,Nagqu,那曲市,Nagqu,31.47815278,92.04845556,nagqu
282,西藏自治区,Tibet,阿里地区,阿里,地区,542500,Ngari Prefecture,阿里地区,Ngari Prefecture,,,ngari-prefecture
283,陕西省,Shaanxi,西安市,西安,地级市,610100,Xi'an,西安市,Xi'an,34.25916667,108.94527778,xian
284,陕西省,Shaanxi,铜川市,铜川,地级市,610200,Tongchuan,铜川市,Tongchuan,34.8979,108.9448,tongchuan
285,陕西省,Shaanxi,宝鸡市,宝鸡,地级市,610300,Baoji,宝鸡市,Baoji,34.3632,107.2378,baoji
286,陕西省,Shaanxi,咸阳市,咸阳,地级市,610400,Xianyang,咸阳市,Xianyang,34.3296,108.7091,xianyang
287,陕西省,Shaanxi,渭南市,渭南,地级市,610500,Weinan,渭南市,Weinan,34.4993,109.5031,weinan
288,陕西省,Shaanxi,延安市,延安,地级市,610600,Yan'an,延安市,Yan'an,36.5855,109.4897,yanan
289,陕西省,Shaanxi,汉中市,汉中,地级市,610700,Hanzhong,汉中市,Hanzhong,33.0675,107.0233,hanzhong
290,陕西省,Shaanxi,榆林市,榆林,地级市,610800,Yulin,榆林市,"Yulin, Shaanxi",38.2854,109.7347,yulin-shaanxi
291,陕西省,Shaanxi,安康市,安康,地级市,610900,Ankang,安康市,Ankang,32.6847,109.029,ankang
292,陕西省,Shaanxi,商洛市,商洛,地级市,611000,Shangluo,商洛市,Shangluo,33.8704,109.9405,shangluo
293,甘肃省,Gansu,兰州市,兰州,地级市,620100,Lanzhou,兰州市,Lanzhou,36.061,103.832,lanzhou
294,甘肃省,Gansu,嘉峪关市,嘉峪关,地级市,620200,Jiayuguan City,嘉峪关市,Jiayuguan City,39.7721,98.2888,jiayuguan-city
295,甘肃省,Gansu,金昌市,金昌,地级市,620300,Jinchang,金昌市,Jinchang,38.52,102.187,jinchang
296,甘肃省,Gansu,白银市,白银,地级市,620400,Baiyin,白银市,Baiyin,36.545,104.138,baiyin
297,甘肃省,Gansu,天水市,天水,地级市,620500,Tianshui,天水市,Tianshui,34.576,105.709,tianshui
298,甘肃省,Gansu,武威市,武威,地级市,620600,Wuwei,武威市,"Wuwei, Gansu",37.928,102.641,wuwei
299,甘肃省,Gansu,张掖市,张掖,地级市,620700,Zhangye,张掖市,Zhangye,38.931,100.453,zhangye
300,甘肃省,Gansu,平凉市,平凉,地级市,620800,Pingliang,平凉市,Pingliang,35.544,106.665,pingliang
301,甘肃省,Gansu,酒泉市,酒泉,地级市,620900,Jiuquan,酒泉市,Jiuquan,39.734,98.494,jiuquan
302,甘肃省,Gansu,庆阳市,庆阳,地级市,621000,Qingyang,庆阳市,"Qingyang, Gansu",35.739,107.632,qingyang
303,甘肃省,Gansu,定西市,定西,地级市,621100,Dingxi,定西市,Dingxi,35.583,104.626,dingxi
304,甘肃省,Gansu,陇南市,陇南,地级市,621200,Longnan,陇南市,Longnan,33.401,104.922,longnan
305,甘肃省,Gansu,临夏回族自治州,临夏回族,自治州,622900,Linxia Hui Autonomous Prefecture,临夏回族自治州,Linxia Hui Autonomous Prefecture,35.601,103.211,linxia-hui-autonomous-prefecture
306,甘肃省,Gansu,甘南藏族自治州,甘南藏族,自治州,623000,Gannan Tibetan Autonomous Prefecture,甘南藏族自治州,Gannan Tibetan Autonomous Prefecture,34.983,102.911,gannan-tibetan-autonomous-prefecture
307,青海省,Qinghai,西宁市,西宁,地级市,630100,Xining,西宁市,Xining,36.6169,101.7781,xining
308,青海省,Qinghai,海东市,海东,地级市,630200,Haidong,海东市,Haidong,36.502,102.1045,haidong
309,青海省,Qinghai,海北藏族自治州,海北藏族,自治州,632200,Haibei Tibetan Autonomous Prefecture,海北藏族自治州,Haibei Tibetan Autonomous Prefecture,36.9545,100.9006,haibei-tibetan-autonomous-prefecture
310,青海省,Qinghai,黄南藏族自治州,黄南藏族,自治州,632300,Huangnan Tibetan Autonomous Prefecture,黄南藏族自治州,Huangnan Tibetan Autonomous Prefecture,35.5196,102.015,huangnan-tibetan-autonomous-prefecture
311,青海省,Qinghai,海南藏族自治州,海南藏族,自治州,632500,Hainan Tibetan Autonomous Prefecture,海南藏族自治州,Hainan Tibetan Autonomous Prefecture,36.2967,100.6227,hainan-tibetan-autonomous-prefecture
312,青海省,Qinghai,果洛藏族自治州,果洛藏族,自治州,632600,Golog Tibetan Autonomous Prefecture,果洛藏族自治州,Golog Tibetan Autonomous Prefecture,34.4715,100.2447,golog-tibetan-autonomous-prefecture
313,青海省,Qinghai,玉树藏族自治州,玉树藏族,自治州,632700,Yushu Tibetan Autonomous Prefecture,玉树藏族自治州,Yushu Tibetan Autonomous Prefecture,33.012,97.092,yushu-tibetan-autonomous-prefecture
314,青海省,Qinghai,海西蒙古族藏族自治州,海西蒙古族藏族,自治州,632800,Haixi Mongol and Tibetan Autonomous Prefecture,海西蒙古族藏族自治州,Haixi Mongol and Tibetan Autonomous Prefecture,37.377,97.369,haixi-mongol-and-tibetan-autonomous-prefecture
315,宁夏回族自治区,Ningxia,银川市,银川,地级市,640100,Yinchuan,银川市,Yinchuan,38.4874,106.2308,yinchuan
316,宁夏回族自治区,Ningxia,石嘴山市,石嘴山,地级市,640200,Shizuishan,石嘴山市,Shizuishan,38.9833,106.3828,shizuishan
317,宁夏回族自治区,Ningxia,吴忠市,吴忠,地级市,640300,Wuzhong,吴忠市,"Wuzhong, Ningxia",37.9975,106.1984,wuzhong
318,宁夏回族自治区,Ningxia,固原市,固原,地级市,640400,Guyuan,固原市,Guyuan,36.0159,106.2426,guyuan
319,宁夏回族自治区,Ningxia,中卫市,中卫,地级市,640500,Zhongwei,中卫市,Zhongwei,37.5,105.1967,zhongwei
320,新疆维吾尔自治区,Xinjiang,乌鲁木齐市,乌鲁木齐,地级市,650100,Ürümqi,乌鲁木齐市,Ürümqi,43.71666667,87.63333333,urumqi
321,新疆维吾尔自治区,Xinjiang,克拉玛依市,克拉玛依,地级市,650200,Karamay,克拉玛依市,Karamay,45.57913,84.88666,karamay
322,新疆维吾尔自治区,Xinjiang,吐鲁番市,吐鲁番,地级市,650400,Turpan,吐鲁番市,Turpan,42.96361111,89.18527778,turpan
323,新疆维吾尔自治区,Xinjiang,哈密市,哈密,地级市,650500,Hami,哈密市,Hami,,,hami
324,新疆维吾尔自治区,Xinjiang,昌吉回族自治州,昌吉回族,自治州,652300,Changji Hui Autonomous Prefecture,昌吉回族自治州,Changji Hui Autonomous Prefecture,,,changji-hui-autonomous-prefecture
325,新疆维吾尔自治区,Xinjiang,博尔塔拉蒙古自治州,博尔塔拉蒙古,自治州,652700,Bortala Mongol Autonomous Prefecture,博尔塔拉蒙古自治州,Bortala Mongol Autonomous Prefecture,,,bortala-mongol-autonomous-prefecture
326,新疆维吾尔自治区,Xinjiang,巴音郭楞蒙古自治州,巴音郭楞蒙古,自治州,652800,Bayingolin Mongol Autonomous Prefecture,巴音郭楞蒙古自治州,Bayingolin Mongol Autonomous Prefecture,,,bayingolin-mongol-autonomous-prefecture
327,新疆维吾尔自治区,Xinjiang,阿克苏地区,阿克苏,地区,652900,Aksu Prefecture,阿克苏地区,Aksu Prefecture,41.16666667,80.25,aksu-prefecture
328,新疆维吾尔自治区,Xinjiang,克孜勒苏柯尔克孜自治州,克孜勒苏柯尔克孜,自治州,653000,Kizilsu Kyrgyz Autonomous Prefecture,克孜勒苏柯尔克孜自治州,Kizilsu Kyrgyz Autonomous Prefecture,39.7146,76.1678,kizilsu-kyrgyz-autonomous-prefecture
329,新疆维吾尔自治区,Xinjiang,喀什地区,喀什,地区,653100,Kashgar Prefecture,喀什地区,Kashgar Prefecture,,,kashgar-prefecture
330,新疆维吾尔自治区,Xinjiang,和田地区,和田,地区,653200,Hotan Prefecture,和田地区,Hotan Prefecture,,,hotan-prefecture
331,新疆维吾尔自治区,Xinjiang,伊犁哈萨克自治州,伊犁哈萨克,自治州,654000,Ili Kazakh Autonomous Prefecture,伊犁哈萨克自治州,Ili Kazakh Autonomous Prefecture,,,ili-kazakh-autonomous-prefecture
332,新疆维吾尔自治区,Xinjiang,塔城地区,塔城,地区,654200,Tacheng Prefecture,塔城地区,Tacheng Prefecture,,,tacheng-prefecture
333,新疆维吾尔自治区,Xinjiang,阿勒泰地区,阿勒泰,地区,654300,Altay Prefecture,阿勒泰地区,Altay Prefecture,,,altay-prefecture
